Clear Domain,Type,URL,DNS Lookup (ms),TCP Connect (ms),TLS Handshake (ms),DOMContentLoaded (ms),Page Load (ms),Total Time (ms),Circuit Relays (Onion only)
amnesty.org,clear,https://amnesty.org,0,0,6,771,786,786,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,1494,,3686,8236,8236,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; C1323A97DFCC9E4FB908D3198C2ADCFEBA4F5A6A:DFRI28:171.25.193.78:Unknown
propublica.org,clear,https://propublica.org,28,19,,980,1865,1865,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,3899,,4866,5610,5610,
torproject.org,clear,https://torproject.org,17,42,,349,549,549,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,1644,,2665,2666,2666,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; B1FE4BE9DD33376DADC22D271803097E1AE8B35E:HandStanderd:46.20.35.112:Unknown
archive.is,clear,https://archive.is,32,1066,,1768,3399,3399,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,2103,1,3849,7556,7556,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; ED2338CAC2711B3E331392E1ED2831219B794024:SEC6xFreeBSD64:192.87.28.28:Unknown
rferl.org,clear,https://rferl.org,40,15,,429,1258,1258,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,992,,2159,6484,6484,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; DB603D15336F59DBF6421B3BCBE786D54CE3FED3:barrel:94.23.148.66:Unknown
mullvad.net,clear,https://mullvad.net,0,0,5,322,641,641,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,466,,1221,1221,1221,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; B1FE4BE9DD33376DADC22D271803097E1AE8B35E:HandStanderd:46.20.35.112:Unknown
archive.ph,clear,https://archive.ph,25,1039,,1768,3379,3379,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,4274,5065,5065,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; A396207DD954451F66982CB2AB9CBF5C77191D09:GOGRelayNetF3:78.159.131.28:NL
mempool.space,clear,https://mempool.space,0,0,2,481,2330,2330,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,4593,5864,5864,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; FFB4BF2AE896CA8E7B3C419855346415D743E889:GreenOnion:146.59.15.186:Unknown
taz.de,clear,https://taz.de,11,112,,438,567,567,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,1809,,2782,4246,4246,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 91892720F9262CB37B91A7176D3D2280F7AF14BE:chooThaineha:46.4.66.178:Unknown
marxists.org,clear,https://marxists.org,27,111,,446,624,624,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,1816,,3035,3947,3947,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 00D2CE3C2153EA09786F2105F26B138CF759424F:tried:107.155.81.178:Unknown
wiz.biz,clear,https://wiz.biz,3,328,,704,858,858,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,1139,,2167,2978,2978,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 9C1E47FF205F349D69D569AE7ED15366A5554A46:Piratenpartei04:185.162.251.94:Unknown
f-droid.org,clear,https://f-droid.org,0,133,,616,916,916,
cock.li,onion,http://rurcblzhmdk22kttfkel2zduhyu3r6to7knyc7wiorzrx5gw4c3lftad.onion/,0,1277,,1643,2308,2308,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 230E76104B197D3D8637077E5E34E55702916B05:Heaven24elayingOG20:45.153.34.222:DE
cock.li,clear,https://cock.li,16,77,,166,266,266,
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,646,,2307,2877,2877,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; F538DBEA80CA7DA733537166CA364D98CBE9E1D1:10dxx:185.132.176.180:Unknown
mediapart.fr,clear,https://mediapart.fr,28,0,,424,498,498,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,1917,,2360,5205,5205,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; D6D677014A583E6F783A03F523A6C5DC2F6347D1:mittelerde:37.120.186.122:Unknown
riseup.net,clear,https://riseup.net,17,534,,816,3160,3160,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,1996,,2607,10535,10535,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; A4974CEE043BD5C13C4EA1E533C3D96F847E1891:RelayUli:87.106.134.107:DE
blockstream.info,clear,https://blockstream.info,15,270,1,587,2174,2174,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,2232,,4131,7606,7606,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; A3E13656DDD86B2750A379CD2E1F2EC616591CD2:Sidewinder:136.243.154.74:Unknown
svoboda.org,clear,https://svoboda.org,22,16,,353,1278,1278,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,2976,,5936,8756,8756,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 0EA859733751F8E8CECD70E33C9994BB7A04AC10:prsv:51.178.136.58:FR
archive.org,clear,https://archive.org,11,352,,1183,1808,1808,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,4140,,5467,7569,7569,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 18E390DDABE80CB39738DC44F7E1B4075F3EB5F3:rexNexo:45.142.104.17:Unknown
theguardian.com,clear,https://theguardian.com,0,0,2,313,436,436,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,,7648,10765,10765,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; AD82C4AC732B8479562C8207178F03DE7D8F2648:BehemothLTDPL1:145.239.93.202:Unknown
brave.com,clear,https://brave.com,23,42,4,287,348,348,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,765,,1866,3427,3427,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 18E390DDABE80CB39738DC44F7E1B4075F3EB5F3:rexNexo:45.142.104.17:Unknown
guardian.co.uk,clear,https://guardian.co.uk,0,0,1,430,545,545,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,3186,1,5506,9507,9507,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; D5C587557465131D02F4DF69A3AA341C085AC573:WhySoSerious:51.75.18.118:Unknown
voanews.com,clear,https://voanews.com,22,18,,341,1180,1180,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1598,,3159,4440,4440,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 2BC4971C37AB442F63A4A96C38E6A9302C44BB00:viennaOnTheRun:81.169.186.16:Unknown
proton.me,clear,https://proton.me,12,42,1,242,452,452,
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,,6190,6672,6672,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 1D851C4BD54C5923328DEBD4AB1FF7640A2B4E54:Chomeles24fire:88.151.194.12:DE
amnesty.org,clear,https://amnesty.org,0,0,2,779,797,797,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,1291,,3131,7020,7020,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 1386FBB03717B3B9642F8EBEBE876D856D12D1A3:securityenjoyer:185.246.189.251:Unknown
propublica.org,clear,https://propublica.org,29,13,1,1058,2215,2215,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,3448,,4506,5527,5527,
torproject.org,clear,https://torproject.org,15,98,,972,1234,1234,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,1237,,2337,2337,2337,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 54625FCF74D8311F3175349A1F879A0A298D5CA8:TorNode05:185.194.143.87:Unknown
archive.is,clear,https://archive.is,60,1005,,1467,3070,3070,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,2545,,8916,13095,13095,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; C2503E16AB12C130788D4E2FBCE463E094892D7A:BigDaddy:185.21.217.32:NL
rferl.org,clear,https://rferl.org,22,21,,490,1751,1751,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,753,,1654,5515,5515,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 371C00BF5F71AC45FBD5FE74504A6D2408BAD5E0:Unnamed:37.59.29.77:Unknown
mullvad.net,clear,https://mullvad.net,0,0,2,315,704,704,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,354,,1198,1198,1198,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 54625FCF74D8311F3175349A1F879A0A298D5CA8:TorNode05:185.194.143.87:Unknown
archive.ph,clear,https://archive.ph,12,330,,619,1380,1380,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,4075,5214,5214,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 3AF1F2BCEAE0542B473292744BF869145FB536B2:Zark:65.108.193.156:Unknown
mempool.space,clear,https://mempool.space,0,0,1,481,2396,2396,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,2285,3347,3347,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 21EC567DB9FD0ECC942826E3F807CB73A9F528AB:freddiegibbs:64.65.63.12:NL
taz.de,clear,https://taz.de,1,118,,420,540,540,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,773,,1189,1711,1711,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 037BCD0EBDF7DB9F3D562DA27D463F0F78F1494B:dike:37.120.171.188:Unknown
marxists.org,clear,https://marxists.org,43,124,,446,666,666,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,1384,,2177,2645,2645,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; A398080A6A72F828DC4476DE45E28C5892CA1070:ForPrivacyNET:185.220.101.49:Unknown
wiz.biz,clear,https://wiz.biz,1,330,,699,1020,1020,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,4971,,5592,6550,6550,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; CC701FCE86D6AF95FC3D5B71645D3430794910C1:sutsuj:157.90.183.103:Unknown
f-droid.org,clear,https://f-droid.org,26,47,,435,512,512,
cock.li,onion,http://rurcblzhmdk22kttfkel2zduhyu3r6to7knyc7wiorzrx5gw4c3lftad.onion/,0,2881,,3456,4231,4231,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 6C631A98BE997E15B2F72D1097E34CDC523827EC:NTH18R3:192.42.116.215:Unknown
cock.li,clear,https://cock.li,11,76,,155,245,245,
mediapart.fr,onion,https://www.mediapartrvj4bsgolbxixw57ru7fh4jqckparke4vs365guu6ho64yd.onion/,0,2133,,4909,5981,5981,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 3C1ADA9DE3E2AD3DDF4F742C33169F30F5907C82:testr0cket1i1:45.84.106.7:SE
mediapart.fr,clear,https://mediapart.fr,23,0,,391,489,489,
riseup.net,onion,http://vww6ybal4bd7szmgncyruucpgfkqahzddi37ktceo3ah7ngmcopnpyyd.onion/index.en.html,0,1701,,2112,4782,4782,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; F7D5CD0A533444BFCBE66E1640D563CF9DD58A1A:Unnamed:50.118.225.183:Unknown
riseup.net,clear,https://riseup.net,145,971,4,1315,3661,3661,
blockstream.info,onion,http://explorerzydxu5ecjrkwceayqybizmpjjznk5izmitf2modhcusuqlid.onion/,0,2205,,2704,10355,10355,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 8D8D3EAE929E723126B83AF541AB9BF889E2071E:QuakeANARKI:188.214.132.49:Unknown
blockstream.info,clear,https://blockstream.info,18,163,,476,1970,1970,
svoboda.org,onion,https://www.svobod7mjzb3hwxhgcnx7ui2ffd4p5zulftzkzdlmpaztuuoxnlpwhyd.onion/,0,1661,,4135,9344,9344,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 45FA08CC2A41FE183E4FF5DEDB3AAB13C01FAD39:bauruine:185.40.4.101:Unknown
svoboda.org,clear,https://svoboda.org,28,20,,368,1332,1332,
archive.org,onion,https://archivep75mbjunhxc6x4j5mwjmomyxb573v42baldlqu56ruil2oiad.onion/,0,2519,,4985,11123,11123,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; C09B0B689E4CF3997C45BAC02543C8433AFFB4A6:SeraphimFields:144.76.140.110:Unknown
archive.org,clear,https://archive.org,19,348,,1191,1673,1673,
theguardian.com,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,7738,,8734,20278,20278,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 19591ACAC7B630AD3CBF59C2780E3FC656753569:InVinoVeritas2:57.128.180.75:Unknown
theguardian.com,clear,https://theguardian.com,0,0,1,268,358,358,
brave.com,onion,https://brave4u7jddbv7cyviptqjc7jusxh72uik7zt6adtckl5f4nwy2v72qd.onion/index.html,0,0,1,7252,10571,10571,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 6DCED82B701D323120811DF58D350DD26BF9CB25:Chenjesu2:54.36.205.38:Unknown
brave.com,clear,https://brave.com,22,44,,277,314,314,
guardian.co.uk,onion,https://www.guardian2zotagl6tmjucg3lrhxdk4dw3lhbqnkvvkywawy3oqfoprid.onion/europe,0,588,,1355,2074,2074,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 19591ACAC7B630AD3CBF59C2780E3FC656753569:InVinoVeritas2:57.128.180.75:Unknown
guardian.co.uk,clear,https://guardian.co.uk,0,0,2,398,527,527,
voanews.com,onion,https://www.voanews5aitmne6gs2btokcacixclgfl43cv27sirgbauyyjylwpdtqd.onion/,0,3038,1,5820,10465,10465,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 6BBC98C1E98B13E1EF4E666375BBF3ABB9819A1E:invalid:37.27.63.175:Unknown
voanews.com,clear,https://voanews.com,31,17,1,401,1176,1176,
proton.me,onion,https://protonmailrmez3lotccipshtkleegetolb73fuirgj7r4o4vfu7ozyd.onion/,0,1274,,2554,3601,3601,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 1C62E9E7977A0C9B6F5D14FFCAF5515C95204C8D:prsv:194.26.192.186:NL
proton.me,clear,https://proton.me,11,53,,296,535,535,
amnesty.org,onion,https://www.amnestyl337aduwuvpf57irfl54ggtnuera45ygcxzuftwxjvvmpuzqd.onion,0,0,1,5950,6598,6598,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 3B52D2BAD8C4A6B245A62737425D78D5F7548107:prsv:37.114.33.15:Unknown
amnesty.org,clear,https://amnesty.org,0,0,1,777,790,790,
propublica.org,onion,http://p53lf57qovyuvwsc6xnrppyply3vtqm7l6pcobkmyqsiofyeznfu5uqd.onion/,0,1289,,3637,8807,8807,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 1F2EB70268CE9E18CE864D44D793E2091F3CE72C:Citadel5:46.4.57.75:Unknown
propublica.org,clear,https://propublica.org,28,19,1,960,1813,1813,
torproject.org,onion,http://2gzyxa5ihm7nsggfxnu52rck2vv4rvmdlkiu3zzui5du4xyclen53wid.onion/index.html,0,1043,,1741,2493,2493,
torproject.org,clear,https://torproject.org,16,112,,720,959,959,
archive.is,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,1437,,2809,2809,2809,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; EE230A2B08246D434457DE3D44D2BDA735E4D2F2:NTH36R8:192.42.116.188:Unknown
archive.is,clear,https://archive.is,14,1012,,1691,3300,3300,
rferl.org,onion,https://www.rferlo2zxgv23tct66v45s5mecftol5vod3hf4rqbipfp46fqu2q56ad.onion/,0,3710,,5642,9656,9656,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 64DF2CA9276871CEE3638F1CD1310EBAA0A6E16C:4720:163.172.13.237:Unknown
rferl.org,clear,https://rferl.org,45,15,,427,1329,1329,
mullvad.net,onion,http://o54hon2e2vj6c7m3aqqu6uyece65by3vgoxxhlqlsvkmacw6a7m7kiad.onion/en,0,994,,2235,7453,7453,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 541BCC842D0DAE9117F8CA2C19EF2B05034843E9:stamppot:37.120.183.47:Unknown
mullvad.net,clear,https://mullvad.net,0,0,1,282,683,683,
archive.ph,onion,http://archiveiya74codqgiixo33q62qlrqtkgmcitqx5u2oeqnmn5bpcbiyd.onion/,0,463,,1219,1219,1219,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; EE230A2B08246D434457DE3D44D2BDA735E4D2F2:NTH36R8:192.42.116.188:Unknown
archive.ph,clear,https://archive.ph,32,1044,,1496,2167,2167,
mempool.space,onion,http://mempoolhqx4isw62xs7abwphsq7ldayuidyx2v2oethdhhj6mlo2r6ad.onion/,0,0,,5301,6436,6436,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; 048FEDBCDAA2F5AD70CC90275EB4434676B408C5:TorUtilizer:81.169.200.3:DE
mempool.space,clear,https://mempool.space,0,0,2,487,2253,2253,
taz.de,onion,http://zervmwoc5flabhlh3heegnspbpoebbgr3kgkaarkpnz2gtsuunlxgqyd.onion/!p4608;web/,0,0,,4288,5447,5447,6D20598F728F65FE70DFA2FCF52F439BB3C55004:prsv:194.26.192.186:NL; 8D3D9BBFF1B835543B9EB0F5A579A2356935B552:cuptor01:45.136.28.24:DE; 7B78F4D80FDF06B2CAF510377577BBB04CB11695:gangnam:178.32.42.219:Unknown
taz.de,clear,https://taz.de,0,154,,522,626,626,
marxists.org,onion,http://www.marxists3va6eopxoeiegih3iyex2zg3tmace7afbxjqlabmranzjjad.onion/index.htm,0,1357,,2319,3973,3973,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 47EC8468CF423E087FCC746665DF74B2EF9D495D:BumbleSucks:45.84.107.236:SE; F426B53FEEEA00708E12B6A7F615C9B94B10DBA1:myserver:212.227.224.217:Unknown
marxists.org,clear,https://marxists.org,31,94,,442,624,624,
wiz.biz,onion,http://wizbizrnszzzyfe6j75tpwd7hn4gf2tlvzdsokkosxfbox73ctzaqdqd.onion/,0,1641,,2835,3997,3997,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 4BEB8EA1910947E9492F7C7648DD0643438DD5EB:Zensursula:137.74.5.135:PL; 514105FCE0A0566F9CE878CB8326A638E6D4A79B:murphylee:64.65.62.244:Unknown
wiz.biz,clear,https://wiz.biz,1,324,,689,851,851,
f-droid.org,onion,http://fdroidorg6cooksyluodepej4erfctzk7rrjpjbbr6wx24jh3lqyfwyd.onion/index.html.en,0,1149,,5436,6495,6495,927DE5FCE32CF5E4B3044A5F8A0AF61159624CE5:EchoOfTruth:213.165.81.97:ES; 7179F808E6817142EB2FD67B5AA21DFBC7876907:FragiGrenade:88.99.144.235:DE; 7D4389DC3BA69BECAB418D11E5E6B999014A70F7:emberhare:5.34.182.203:Unknown
f-droid.org,clear,https://f-droid.org,2,44,,331,423,423,
